"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","POP","TOT","MLN_PER","A","2016",8.739806,
"AUT","POP","TOT","MLN_PER","A","2017",8.795073,
"AUT","POP","TOT","MLN_PER","A","2018",8.837707,
"AUT","POP","TOT","MLN_PER","A","2019",8.877637,
"AUT","POP","TOT","MLN_PER","A","2020",8.916845,
"BEL","POP","TOT","MLN_PER","A","1950",8.639369,
"BEL","POP","TOT","MLN_PER","A","1951",8.678386,
"BEL","POP","TOT","MLN_PER","A","1952",8.730405,
"BEL","POP","TOT","MLN_PER","A","1953",8.777873,
"BEL","POP","TOT","MLN_PER","A","1954",8.819374,
"BEL","POP","TOT","MLN_PER","A","1955",8.868451,
"BEL","POP","TOT","MLN_PER","A","1956",8.9238,
"BEL","POP","TOT","MLN_PER","A","1957",8.98905,
"BEL","POP","TOT","MLN_PER","A","1958",9.05265,
"BEL","POP","TOT","MLN_PER","A","1959",9.103712,
"BEL","POP","TOT","MLN_PER","A","1960",9.15349,
"BEL","POP","TOT","MLN_PER","A","1961",9.183948,
"BEL","POP","TOT","MLN_PER","A","1962",9.220578,
"BEL","POP","TOT","MLN_PER","A","1963",9.28977,
"BEL","POP","TOT","MLN_PER","A","1964",9.378114,
"BEL","POP","TOT","MLN_PER","A","1965",9.463668,
"BEL","POP","TOT","MLN_PER","A","1966",9.527808,
"BEL","POP","TOT","MLN_PER","A","1967",9.580991,
"BEL","POP","TOT","MLN_PER","A","1968",9.618756,
"BEL","POP","TOT","MLN_PER","A","1969",9.646033,
"BEL","POP","TOT","MLN_PER","A","1970",9.65555,
"BEL","POP","TOT","MLN_PER","A","1971",9.673162,
"BEL","POP","TOT","MLN_PER","A","1972",9.711115,
"BEL","POP","TOT","MLN_PER","A","1973",9.741721,
"BEL","POP","TOT","MLN_PER","A","1974",9.77242,
"BEL","POP","TOT","MLN_PER","A","1975",9.8007,
"BEL","POP","TOT","MLN_PER","A","1976",9.818228,
"BEL","POP","TOT","MLN_PER","A","1977",9.830358,
"BEL","POP","TOT","MLN_PER","A","1978",9.839534,
"BEL","POP","TOT","MLN_PER","A","1979",9.848382,
"BEL","POP","TOT","MLN_PER","A","1980",9.859243,
"BEL","POP","TOT","MLN_PER","A","1981",9.858982,
"BEL","POP","TOT","MLN_PER","A","1982",9.856303,
"BEL","POP","TOT","MLN_PER","A","1983",9.855521,
"BEL","POP","TOT","MLN_PER","A","1984",9.855372,
"BEL","POP","TOT","MLN_PER","A","1985",9.858309,
"BEL","POP","TOT","MLN_PER","A","1986",9.861824,
"BEL","POP","TOT","MLN_PER","A","1987",9.870234,
"BEL","POP","TOT","MLN_PER","A","1988",9.901665,
"BEL","POP","TOT","MLN_PER","A","1989",9.937697,
"BEL","POP","TOT","MLN_PER","A","1990",9.967378,
"BEL","POP","TOT","MLN_PER","A","1991",10.004486,
"BEL","POP","TOT","MLN_PER","A","1992",10.045165,
"BEL","POP","TOT","MLN_PER","A","1993",10.084479,
"BEL","POP","TOT","MLN_PER","A","1994",10.115601,
"BEL","POP","TOT","MLN_PER","A","1995",10.136814,
"BEL","POP","TOT","MLN_PER","A","1996",10.156641,
"BEL","POP","TOT","MLN_PER","A","1997",10.181246,
"BEL","POP","TOT","MLN_PER","A","1998",10.203012,
"BEL","POP","TOT","MLN_PER","A","1999",10.226419,
"BEL","POP","TOT","MLN_PER","A","2000",10.251247,
"BEL","POP","TOT","MLN_PER","A","2001",10.286571,
"BEL","POP","TOT","MLN_PER","A","2002",10.332783,
"BEL","POP","TOT","MLN_PER","A","2003",10.37613,
"BEL","POP","TOT","MLN_PER","A","2004",10.421133,
"BEL","POP","TOT","MLN_PER","A","2005",10.478617,
"BEL","POP","TOT","MLN_PER","A","2006",10.547956,
"BEL","POP","TOT","MLN_PER","A","2007",10.625701,
"BEL","POP","TOT","MLN_PER","A","2008",10.709976,
"BEL","POP","TOT","MLN_PER","A","2009",10.796498,
"BEL","POP","TOT","MLN_PER","A","2010",10.895589,
"BEL","POP","TOT","MLN_PER","A","2011",10.993616,
"BEL","POP","TOT","MLN_PER","A","2012",11.067748,
"BEL","POP","TOT","MLN_PER","A","2013",11.125033,
"BEL","POP","TOT","MLN_PER","A","2014",11.179778,
"BEL","POP","TOT","MLN_PER","A","2015",11.238474,
"BEL","POP","TOT","MLN_PER","A","2016",11.295003,
"BEL","POP","TOT","MLN_PER","A","2017",11.349081,
"BEL","POP","TOT","MLN_PER","A","2018",11.40374,
"BEL","POP","TOT","MLN_PER","A","2019",11.462023,
"BEL","POP","TOT","MLN_PER","A","2020",11.506938,
"CAN","POP","TOT","MLN_PER","A","1950",14.018606,
"CAN","POP","TOT","MLN_PER","A","1951",14.318204,
"CAN","POP","TOT","MLN_PER","A","1952",14.776291,
"CAN","POP","TOT","MLN_PER","A","1953",15.169815,
"CAN","POP","TOT","MLN_PER","A","1954",15.62055,
"CAN","POP","TOT","MLN_PER","A","1955",16.04009,
"CAN","POP","TOT","MLN_PER","A","1956",16.431419,
"CAN","POP","TOT","MLN_PER","A","1957",16.97094,
"CAN","POP","TOT","MLN_PER","A","1958",17.450075,
"CAN","POP","TOT","MLN_PER","A","1959",17.861347,
"CAN","POP","TOT","MLN_PER","A","1960",18.256447,
"CAN","POP","TOT","MLN_PER","A","1961",18.634666,
"CAN","POP","TOT","MLN_PER","A","1962",18.989309,
"CAN","POP","TOT","MLN_PER","A","1963",19.347231,
"CAN","POP","TOT","MLN_PER","A","1964",19.719595,
"CAN","POP","TOT","MLN_PER","A","1965",20.084314,
"CAN","POP","TOT","MLN_PER","A","1966",20.420867,
"CAN","POP","TOT","MLN_PER","A","1967",20.795138,
"CAN","POP","TOT","MLN_PER","A","1968",21.129417,
"CAN","POP","TOT","MLN_PER","A","1969",21.43983,
"CAN","POP","TOT","MLN_PER","A","1970",21.746497,
"CAN","POP","TOT","MLN_PER","A","1971",21.962032,
"CAN","POP","TOT","MLN_PER","A","1972",22.218463,
"CAN","POP","TOT","MLN_PER","A","1973",22.491777,
"CAN","POP","TOT","MLN_PER","A","1974",22.807969,
"CAN","POP","TOT","MLN_PER","A","1975",23.143275,
"CAN","POP","TOT","MLN_PER","A","1976",23.449808,
"CAN","POP","TOT","MLN_PER","A","1977",23.725843,
"CAN","POP","TOT","MLN_PER","A","1978",23.963203,
"CAN","POP","TOT","MLN_PER","A","1979",24.201544,
"CAN","POP","TOT","MLN_PER","A","1980",24.515667,
"CAN","POP","TOT","MLN_PER","A","1981",24.819915,
"CAN","POP","TOT","MLN_PER","A","1982",25.116942,
"CAN","POP","TOT","MLN_PER","A","1983",25.366451,
"CAN","POP","TOT","MLN_PER","A","1984",25.607053,
"CAN","POP","TOT","MLN_PER","A","1985",25.842116,
"CAN","POP","TOT","MLN_PER","A","1986",26.100278,
"CAN","POP","TOT","MLN_PER","A","1987",26.446601,
"CAN","POP","TOT","MLN_PER","A","1988",26.791747,
"CAN","POP","TOT","MLN_PER","A","1989",27.276781,
"CAN","POP","TOT","MLN_PER","A","1990",27.691138,
"CAN","POP","TOT","MLN_PER","A","1991",28.03742,
"CAN","POP","TOT","MLN_PER","A","1992",28.371264,
"CAN","POP","TOT","MLN_PER","A","1993",28.684764,
"CAN","POP","TOT","MLN_PER","A","1994",29.000663,
"CAN","POP","TOT","MLN_PER","A","1995",29.302311,
"CAN","POP","TOT","MLN_PER","A","1996",29.610218,
"CAN","POP","TOT","MLN_PER","A","1997",29.905948,
"CAN","POP","TOT","MLN_PER","A","1998",30.155173,
"CAN","POP","TOT","MLN_PER","A","1999",30.401286,
"CAN","POP","TOT","MLN_PER","A","2000",30.68573,
"CAN","POP","TOT","MLN_PER","A","2001",31.020902,
"CAN","POP","TOT","MLN_PER","A","2002",31.360079,
"CAN","POP","TOT","MLN_PER","A","2003",31.644028,
"CAN","POP","TOT","MLN_PER","A","2004",31.940655,
"CAN","POP","TOT","MLN_PER","A","2005",32.243753,
"CAN","POP","TOT","MLN_PER","A","2006",32.571174,
"CAN","POP","TOT","MLN_PER","A","2007",32.889025,
"CAN","POP","TOT","MLN_PER","A","2008",33.247118,
"CAN","POP","TOT","MLN_PER","A","2009",33.628895,
"CAN","POP","TOT","MLN_PER","A","2010",34.004889,
"CAN","POP","TOT","MLN_PER","A","2011",34.339328,
"CAN","POP","TOT","MLN_PER","A","2012",34.714222,
"CAN","POP","TOT","MLN_PER","A","2013",35.082954,
"CAN","POP","TOT","MLN_PER","A","2014",35.437435,
"CAN","POP","TOT","MLN_PER","A","2015",35.702908,
"CAN","POP","TOT","MLN_PER","A","2016",36.109487,
"CAN","POP","TOT","MLN_PER","A","2017",36.545295,
"CAN","POP","TOT","MLN_PER","A","2018",37.065178,
"CAN","POP","TOT","MLN_PER","A","2019",37.593384,
"CAN","POP","TOT","MLN_PER","A","2020",38.005238,
"CZE","POP","TOT","MLN_PER","A","1950",8.925122,
"CZE","POP","TOT","MLN_PER","A","1951",9.02317,
"CZE","POP","TOT","MLN_PER","A","1952",9.125183,
"CZE","POP","TOT","MLN_PER","A","1953",9.220908,
"CZE","POP","TOT","MLN_PER","A","1954",9.290617,
"CZE","POP","TOT","MLN_PER","A","1955",9.365969,
"CZE","POP","TOT","MLN_PER","A","1956",9.44204,
"CZE","POP","TOT","MLN_PER","A","1957",9.513758,
"CZE","POP","TOT","MLN_PER","A","1958",9.57465,
"CZE","POP","TOT","MLN_PER","A","1959",9.618554,
"CZE","POP","TOT","MLN_PER","A","1960",9.659818,
"CZE","POP","TOT","MLN_PER","A","1961",9.588016,
"CZE","POP","TOT","MLN_PER","A","1962",9.621808,
"CZE","POP","TOT","MLN_PER","A","1963",9.668741,
"CZE","POP","TOT","MLN_PER","A","1964",9.730019,
"CZE","POP","TOT","MLN_PER","A","1965",9.785102,
"CZE","POP","TOT","MLN_PER","A","1966",9.826188,
"CZE","POP","TOT","MLN_PER","A","1967",9.854241,
"CZE","POP","TOT","MLN_PER","A","1968",9.877632,
"CZE","POP","TOT","MLN_PER","A","1969",9.896695,
"CZE","POP","TOT","MLN_PER","A","1970",9.805157,
"CZE","POP","TOT","MLN_PER","A","1971",9.830602,
"CZE","POP","TOT","MLN_PER","A","1972",9.868379,
"CZE","POP","TOT","MLN_PER","A","1973",9.919519,
"CZE","POP","TOT","MLN_PER","A","1974",9.994761,
"CZE","POP","TOT","MLN_PER","A","1975",10.062366,
"CZE","POP","TOT","MLN_PER","A","1976",10.12822,
"CZE","POP","TOT","MLN_PER","A","1977",10.189312,
"CZE","POP","TOT","MLN_PER","A","1978",10.245686,
"CZE","POP","TOT","MLN_PER","A","1979",10.296489,
"CZE","POP","TOT","MLN_PER","A","1980",10.326792,
"CZE","POP","TOT","MLN_PER","A","1981",10.303208,
"CZE","POP","TOT","MLN_PER","A","1982",10.314321,
"CZE","POP","TOT","MLN_PER","A","1983",10.322823,
"CZE","POP","TOT","MLN_PER","A","1984",10.330481,
"CZE","POP","TOT","MLN_PER","A","1985",10.336742,
"CZE","POP","TOT","MLN_PER","A","1986",10.340737,
"CZE","POP","TOT","MLN_PER","A","1987",10.348834,
"CZE","POP","TOT","MLN_PER","A","1988",10.356359,
"CZE","POP","TOT","MLN_PER","A","1989",10.362257,
"CZE","POP","TOT","MLN_PER","A","1990",10.36274,
"CZE","POP","TOT","MLN_PER","A","1991",10.308682,
"CZE","POP","TOT","MLN_PER","A","1992",10.317807,
"CZE","POP","TOT","MLN_PER","A","1993",10.330607,
"CZE","POP","TOT","MLN_PER","A","1994",10.336162,
"CZE","POP","TOT","MLN_PER","A","1995",10.330759,
"CZE","POP","TOT","MLN_PER","A","1996",10.315353,
"CZE","POP","TOT","MLN_PER","A","1997",10.303642,
"CZE","POP","TOT","MLN_PER","A","1998",10.294943,
"CZE","POP","TOT","MLN_PER","A","1999",10.282784,
"CZE","POP","TOT","MLN_PER","A","2000",10.272503,
"CZE","POP","TOT","MLN_PER","A","2001",10.224192,
"CZE","POP","TOT","MLN_PER","A","2002",10.200774,
"CZE","POP","TOT","MLN_PER","A","2003",10.201651,
"CZE","POP","TOT","MLN_PER","A","2004",10.206923,
"CZE","POP","TOT","MLN_PER","A","2005",10.234092,
"CZE","POP","TOT","MLN_PER","A","2006",10.266646,
"CZE","POP","TOT","MLN_PER","A","2007",10.322689,
"CZE","POP","TOT","MLN_PER","A","2008",10.429692,
"CZE","POP","TOT","MLN_PER","A","2009",10.491492,
"CZE","POP","TOT","MLN_PER","A","2010",10.517247,
"CZE","POP","TOT","MLN_PER","A","2011",10.496672,
"CZE","POP","TOT","MLN_PER","A","2012",10.509286,
"CZE","POP","TOT","MLN_PER","A","2013",10.510719,
"CZE","POP","TOT","MLN_PER","A","2014",10.524783,
"CZE","POP","TOT","MLN_PER","A","2015",10.542942,
"CZE","POP","TOT","MLN_PER","A","2016",10.565284,
"CZE","POP","TOT","MLN_PER","A","2017",10.589526,
"CZE","POP","TOT","MLN_PER","A","2018",10.62643,
"CZE","POP","TOT","MLN_PER","A","2019",10.669324,
"CZE","POP","TOT","MLN_PER","A","2020",10.700155,
"DNK","POP","TOT","MLN_PER","A","1950",4.268468,
"DNK","POP","TOT","MLN_PER","A","1951",4.300376,
"DNK","POP","TOT","MLN_PER","A","1952",4.332355,
"DNK","POP","TOT","MLN_PER","A","1953",4.369279,
"DNK","POP","TOT","MLN_PER","A","1954",4.406576,
"DNK","POP","TOT","MLN_PER","A","1955",4.439006,
"DNK","POP","TOT","MLN_PER","A","1956",4.466527,
"DNK","POP","TOT","MLN_PER","A","1957",4.489871,
"DNK","POP","TOT","MLN_PER","A","1958",4.516287,
"DNK","POP","TOT","MLN_PER","A","1959",4.54866,
"DNK","POP","TOT","MLN_PER","A","1960",4.579603,
"DNK","POP","TOT","MLN_PER","A","1961",4.61169,
"DNK","POP","TOT","MLN_PER","A","1962",4.647733,
"DNK","POP","TOT","MLN_PER","A","1963",4.684481,
"DNK","POP","TOT","MLN_PER","A","1964",4.722074,
"DNK","POP","TOT","MLN_PER","A","1965",4.759011,
"DNK","POP","TOT","MLN_PER","A","1966",4.797381,
"DNK","POP","TOT","MLN_PER","A","1967",4.835358,
"DNK","POP","TOT","MLN_PER","A","1968",4.864879,
"DNK","POP","TOT","MLN_PER","A","1969",4.89186,
"DNK","POP","TOT","MLN_PER","A","1970",4.928748,
"DNK","POP","TOT","MLN_PER","A","1971",4.963126,
"DNK","POP","TOT","MLN_PER","A","1972",4.991596,
"DNK","POP","TOT","MLN_PER","A","1973",5.021862,
"DNK","POP","TOT","MLN_PER","A","1974",5.045298,
"DNK","POP","TOT","MLN_PER","A","1975",5.059862,
"DNK","POP","TOT","MLN_PER","A","1976",5.072597,
"DNK","POP","TOT","MLN_PER","A","1977",5.08842,
"DNK","POP","TOT","MLN_PER","A","1978",5.104248,
"DNK","POP","TOT","MLN_PER","A","1979",5.116802,
"DNK","POP","TOT","MLN_PER","A","1980",5.123027,
"DNK","POP","TOT","MLN_PER","A","1981",5.121572,
"DNK","POP","TOT","MLN_PER","A","1982",5.11781,
"DNK","POP","TOT","MLN_PER","A","1983",5.114297,
"DNK","POP","TOT","MLN_PER","A","1984",5.111619,
"DNK","POP","TOT","MLN_PER","A","1985",5.113691,
"DNK","POP","TOT","MLN_PER","A","1986",5.120534,
"DNK","POP","TOT","MLN_PER","A","1987",5.127024,
"DNK","POP","TOT","MLN_PER","A","1988",5.129517,
"DNK","POP","TOT","MLN_PER","A","1989",5.132594,
"DNK","POP","TOT","MLN_PER","A","1990",5.140939,
"DNK","POP","TOT","MLN_PER","A","1991",5.154298,
"DNK","POP","TOT","MLN_PER","A","1992",5.17137,
"DNK","POP","TOT","MLN_PER","A","1993",5.189377,
"DNK","POP","TOT","MLN_PER","A","1994",5.204994,
"DNK","POP","TOT","MLN_PER","A","1995",5.227861,
"DNK","POP","TOT","MLN_PER","A","1996",5.261503,
"DNK","POP","TOT","MLN_PER","A","1997",5.28422,
"DNK","POP","TOT","MLN_PER","A","1998",5.301304,
"DNK","POP","TOT","MLN_PER","A","1999",5.319111,
"DNK","POP","TOT","MLN_PER","A","2000",5.337344,
"DNK","POP","TOT","MLN_PER","A","2001",5.355082,
"DNK","POP","TOT","MLN_PER","A","2002",5.374255,
"DNK","POP","TOT","MLN_PER","A","2003",5.387174,
"DNK","POP","TOT","MLN_PER","A","2004",5.401177,
"DNK","POP","TOT","MLN_PER","A","2005",5.415978,
"DNK","POP","TOT","MLN_PER","A","2006",5.434567,
"DNK","POP","TOT","MLN_PER","A","2007",5.457415,
"DNK","POP","TOT","MLN_PER","A","2008",5.489022,
"DNK","POP","TOT","MLN_PER","A","2009",5.519441,
"DNK","POP","TOT","MLN_PER","A","2010",5.543819,
"DNK","POP","TOT","MLN_PER","A","2011",5.566856,
"DNK","POP","TOT","MLN_PER","A","2012",5.587085,
"DNK","POP","TOT","MLN_PER","A","2013",5.608784,
"DNK","POP","TOT","MLN_PER","A","2014",5.639719,
"DNK","POP","TOT","MLN_PER","A","2015",5.678348,
"DNK","POP","TOT","MLN_PER","A","2016",5.724456,
"DNK","POP","TOT","MLN_PER","A","2017",5.760694,
"DNK","POP","TOT","MLN_PER","A","2018",5.789957,
"DNK","POP","TOT","MLN_PER","A","2019",5.814461,
"DNK","POP","TOT","MLN_PER","A","2020",5.825337,
"FIN","POP","TOT","MLN_PER","A","1950",4.008902,
"FIN","POP","TOT","MLN_PER","A","1951",4.047264,
"FIN","POP","TOT","MLN_PER","A","1952",4.090476,
"FIN","POP","TOT","MLN_PER","A","1953",4.139418,
"FIN","POP","TOT","MLN_PER","A","1954",4.186901,
"FIN","POP","TOT","MLN_PER","A","1955",4.234881,
"FIN","POP","TOT","MLN_PER","A","1956",4.281703,
"FIN","POP","TOT","MLN_PER","A","1957",4.324012,
"FIN","POP","TOT","MLN_PER","A","1958",4.359753,
"FIN","POP","TOT","MLN_PER","A","1959",4.39468,
"FIN","POP","TOT","MLN_PER","A","1960",4.429633,
"FIN","POP","TOT","MLN_PER","A","1961",4.461007,
"FIN","POP","TOT","MLN_PER","A","1962",4.491442,
"FIN","POP","TOT","MLN_PER","A","1963",4.523307,
"FIN","POP","TOT","MLN_PER","A","1964",4.548545,
"FIN","POP","TOT","MLN_PER","A","1965",4.563732,
"FIN","POP","TOT","MLN_PER","A","1966",4.580868,
"FIN","POP","TOT","MLN_PER","A","1967",4.605743,
"FIN","POP","TOT","MLN_PER","A","1968",4.626471,
"FIN","POP","TOT","MLN_PER","A","1969",4.623785,
"FIN","POP","TOT","MLN_PER","A","1970",4.606304,
"FIN","POP","TOT","MLN_PER","A","1971",4.612124,
"FIN","POP","TOT","MLN_PER","A","1972",4.639656,
"FIN","POP","TOT","MLN_PER","A","1973",4.666079,
"FIN","POP","TOT","MLN_PER","A","1974",4.690575,
"FIN","POP","TOT","MLN_PER","A","1975",4.71144,
"FIN","POP","TOT","MLN_PER","A","1976",4.725665,
"FIN","POP","TOT","MLN_PER","A","1977",4.7389,
"FIN","POP","TOT","MLN_PER","A","1978",4.752527,
"FIN","POP","TOT","MLN_PER","A","1979",4.764691,
"FIN","POP","TOT","MLN_PER","A","1980",4.779537,
"FIN","POP","TOT","MLN_PER","A","1981",4.799962,
"FIN","POP","TOT","MLN_PER","A","1982",4.826931,
"FIN","POP","TOT","MLN_PER","A","1983",4.855786,
"FIN","POP","TOT","MLN_PER","A","1984",4.881806,
"FIN","POP","TOT","MLN_PER","A","1985",4.902202,
"FIN","POP","TOT","MLN_PER","A","1986",4.91815,
