"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","TAXINCOME","TOT","PC_GDP","A","1999",13.585,
"BEL","TAXINCOME","TOT","PC_GDP","A","2000",13.76,
"BEL","TAXINCOME","TOT","PC_GDP","A","2001",14.01,
"BEL","TAXINCOME","TOT","PC_GDP","A","2002",13.997,
"BEL","TAXINCOME","TOT","PC_GDP","A","2003",13.653,
"BEL","TAXINCOME","TOT","PC_GDP","A","2004",13.461,
"BEL","TAXINCOME","TOT","PC_GDP","A","2005",12.589,
"BEL","TAXINCOME","TOT","PC_GDP","A","2006",12.094,
"BEL","TAXINCOME","TOT","PC_GDP","A","2007",11.922,
"BEL","TAXINCOME","TOT","PC_GDP","A","2008",12.391,
"BEL","TAXINCOME","TOT","PC_GDP","A","2009",12.121,
"BEL","TAXINCOME","TOT","PC_GDP","A","2010",12.104,
"BEL","TAXINCOME","TOT","PC_GDP","A","2011",12.254,
"BEL","TAXINCOME","TOT","PC_GDP","A","2012",12.339,
"BEL","TAXINCOME","TOT","PC_GDP","A","2013",12.846,
"BEL","TAXINCOME","TOT","PC_GDP","A","2014",12.884,
"BEL","TAXINCOME","TOT","PC_GDP","A","2015",12.438,
"BEL","TAXINCOME","TOT","PC_GDP","A","2016",11.963,
"BEL","TAXINCOME","TOT","PC_GDP","A","2017",11.914,
"BEL","TAXINCOME","TOT","PC_GDP","A","2018",11.811,
"BEL","TAXINCOME","TOT","PC_GDP","A","2019",11.326,
"BEL","TAXINCOME","TOT","PC_GDP","A","2020",11.916,
"CAN","TAXINCOME","TOT","PC_GDP","A","1965",5.648,
"CAN","TAXINCOME","TOT","PC_GDP","A","1966",6.143,
"CAN","TAXINCOME","TOT","PC_GDP","A","1967",6.967,
"CAN","TAXINCOME","TOT","PC_GDP","A","1968",7.565,
"CAN","TAXINCOME","TOT","PC_GDP","A","1969",8.731,
"CAN","TAXINCOME","TOT","PC_GDP","A","1970",9.695,
"CAN","TAXINCOME","TOT","PC_GDP","A","1971",9.742,
"CAN","TAXINCOME","TOT","PC_GDP","A","1972",10.22,
"CAN","TAXINCOME","TOT","PC_GDP","A","1973",9.694,
"CAN","TAXINCOME","TOT","PC_GDP","A","1974",10.526,
"CAN","TAXINCOME","TOT","PC_GDP","A","1975",10.209,
"CAN","TAXINCOME","TOT","PC_GDP","A","1976",10.38,
"CAN","TAXINCOME","TOT","PC_GDP","A","1977",9.738,
"CAN","TAXINCOME","TOT","PC_GDP","A","1978",9.561,
"CAN","TAXINCOME","TOT","PC_GDP","A","1979",9.875,
"CAN","TAXINCOME","TOT","PC_GDP","A","1980",10.341,
"CAN","TAXINCOME","TOT","PC_GDP","A","1981",11.062,
"CAN","TAXINCOME","TOT","PC_GDP","A","1982",11.686,
"CAN","TAXINCOME","TOT","PC_GDP","A","1983",11.124,
"CAN","TAXINCOME","TOT","PC_GDP","A","1984",10.744,
"CAN","TAXINCOME","TOT","PC_GDP","A","1985",11.134,
"CAN","TAXINCOME","TOT","PC_GDP","A","1986",11.932,
"CAN","TAXINCOME","TOT","PC_GDP","A","1987",12.812,
"CAN","TAXINCOME","TOT","PC_GDP","A","1988",12.376,
"CAN","TAXINCOME","TOT","PC_GDP","A","1989",13.172,
"CAN","TAXINCOME","TOT","PC_GDP","A","1990",14.325,
"CAN","TAXINCOME","TOT","PC_GDP","A","1991",14.44,
"CAN","TAXINCOME","TOT","PC_GDP","A","1992",13.743,
"CAN","TAXINCOME","TOT","PC_GDP","A","1993",13.024,
"CAN","TAXINCOME","TOT","PC_GDP","A","1994",12.74,
"CAN","TAXINCOME","TOT","PC_GDP","A","1995",12.999,
"CAN","TAXINCOME","TOT","PC_GDP","A","1996",13.071,
"CAN","TAXINCOME","TOT","PC_GDP","A","1997",13.451,
"CAN","TAXINCOME","TOT","PC_GDP","A","1998",13.423,
"CAN","TAXINCOME","TOT","PC_GDP","A","1999",13.261,
"CAN","TAXINCOME","TOT","PC_GDP","A","2000",12.764,
"CAN","TAXINCOME","TOT","PC_GDP","A","2001",12.75,
"CAN","TAXINCOME","TOT","PC_GDP","A","2002",11.619,
"CAN","TAXINCOME","TOT","PC_GDP","A","2003",11.223,
"CAN","TAXINCOME","TOT","PC_GDP","A","2004",11.329,
"CAN","TAXINCOME","TOT","PC_GDP","A","2005",11.593,
"CAN","TAXINCOME","TOT","PC_GDP","A","2006",11.619,
"CAN","TAXINCOME","TOT","PC_GDP","A","2007",12.045,
"CAN","TAXINCOME","TOT","PC_GDP","A","2008",11.776,
"CAN","TAXINCOME","TOT","PC_GDP","A","2009",11.716,
"CAN","TAXINCOME","TOT","PC_GDP","A","2010",10.858,
"CAN","TAXINCOME","TOT","PC_GDP","A","2011",11.109,
"CAN","TAXINCOME","TOT","PC_GDP","A","2012",11.354,
"CAN","TAXINCOME","TOT","PC_GDP","A","2013",11.253,
"CAN","TAXINCOME","TOT","PC_GDP","A","2014",11.355,
"CAN","TAXINCOME","TOT","PC_GDP","A","2015",12.073,
"CAN","TAXINCOME","TOT","PC_GDP","A","2016",11.905,
"CAN","TAXINCOME","TOT","PC_GDP","A","2017",11.751,
"CAN","TAXINCOME","TOT","PC_GDP","A","2018",11.975,
"CAN","TAXINCOME","TOT","PC_GDP","A","2019",12.177,
"CAN","TAXINCOME","TOT","PC_GDP","A","2020",12.497,
"CZE","TAXINCOME","TOT","PC_GDP","A","1993",3.281,
"CZE","TAXINCOME","TOT","PC_GDP","A","1994",3.983,
"CZE","TAXINCOME","TOT","PC_GDP","A","1995",4.408,
"CZE","TAXINCOME","TOT","PC_GDP","A","1996",4.385,
"CZE","TAXINCOME","TOT","PC_GDP","A","1997",4.432,
"CZE","TAXINCOME","TOT","PC_GDP","A","1998",4.342,
"CZE","TAXINCOME","TOT","PC_GDP","A","1999",4.126,
"CZE","TAXINCOME","TOT","PC_GDP","A","2000",4.177,
"CZE","TAXINCOME","TOT","PC_GDP","A","2001",4.087,
"CZE","TAXINCOME","TOT","PC_GDP","A","2002",4.272,
"CZE","TAXINCOME","TOT","PC_GDP","A","2003",4.441,
"CZE","TAXINCOME","TOT","PC_GDP","A","2004",4.427,
"CZE","TAXINCOME","TOT","PC_GDP","A","2005",4.198,
"CZE","TAXINCOME","TOT","PC_GDP","A","2006",3.947,
"CZE","TAXINCOME","TOT","PC_GDP","A","2007",4.037,
"CZE","TAXINCOME","TOT","PC_GDP","A","2008",3.519,
"CZE","TAXINCOME","TOT","PC_GDP","A","2009",3.44,
"CZE","TAXINCOME","TOT","PC_GDP","A","2010",3.299,
"CZE","TAXINCOME","TOT","PC_GDP","A","2011",3.514,
"CZE","TAXINCOME","TOT","PC_GDP","A","2012",3.542,
"CZE","TAXINCOME","TOT","PC_GDP","A","2013",3.617,
"CZE","TAXINCOME","TOT","PC_GDP","A","2014",3.538,
"CZE","TAXINCOME","TOT","PC_GDP","A","2015",3.56,
"CZE","TAXINCOME","TOT","PC_GDP","A","2016",3.817,
"CZE","TAXINCOME","TOT","PC_GDP","A","2017",3.957,
"CZE","TAXINCOME","TOT","PC_GDP","A","2018",4.27,
"CZE","TAXINCOME","TOT","PC_GDP","A","2019",4.411,
"CZE","TAXINCOME","TOT","PC_GDP","A","2020",4.648,
"DNK","TAXINCOME","TOT","PC_GDP","A","1965",12.251,
"DNK","TAXINCOME","TOT","PC_GDP","A","1966",12.661,
"DNK","TAXINCOME","TOT","PC_GDP","A","1967",13.07,
"DNK","TAXINCOME","TOT","PC_GDP","A","1968",14.206,
"DNK","TAXINCOME","TOT","PC_GDP","A","1969",13.981,
"DNK","TAXINCOME","TOT","PC_GDP","A","1970",18.086,
"DNK","TAXINCOME","TOT","PC_GDP","A","1971",20.909,
"DNK","TAXINCOME","TOT","PC_GDP","A","1972",20.406,
"DNK","TAXINCOME","TOT","PC_GDP","A","1973",20.992,
"DNK","TAXINCOME","TOT","PC_GDP","A","1974",23.843,
"DNK","TAXINCOME","TOT","PC_GDP","A","1975",20.67,
"DNK","TAXINCOME","TOT","PC_GDP","A","1976",20.692,
"DNK","TAXINCOME","TOT","PC_GDP","A","1977",20.29,
"DNK","TAXINCOME","TOT","PC_GDP","A","1978",20.496,
"DNK","TAXINCOME","TOT","PC_GDP","A","1979",20.85,
"DNK","TAXINCOME","TOT","PC_GDP","A","1980",21.693,
"DNK","TAXINCOME","TOT","PC_GDP","A","1981",21.782,
"DNK","TAXINCOME","TOT","PC_GDP","A","1982",21.595,
"DNK","TAXINCOME","TOT","PC_GDP","A","1983",22.08,
"DNK","TAXINCOME","TOT","PC_GDP","A","1984",21.648,
"DNK","TAXINCOME","TOT","PC_GDP","A","1985",22.541,
"DNK","TAXINCOME","TOT","PC_GDP","A","1986",22.526,
"DNK","TAXINCOME","TOT","PC_GDP","A","1987",23.396,
"DNK","TAXINCOME","TOT","PC_GDP","A","1988",24.594,
"DNK","TAXINCOME","TOT","PC_GDP","A","1989",24.294,
"DNK","TAXINCOME","TOT","PC_GDP","A","1990",23.967,
"DNK","TAXINCOME","TOT","PC_GDP","A","1991",23.872,
"DNK","TAXINCOME","TOT","PC_GDP","A","1992",24.076,
"DNK","TAXINCOME","TOT","PC_GDP","A","1993",24.307,
"DNK","TAXINCOME","TOT","PC_GDP","A","1994",25.437,
"DNK","TAXINCOME","TOT","PC_GDP","A","1995",25.449,
"DNK","TAXINCOME","TOT","PC_GDP","A","1996",25.245,
"DNK","TAXINCOME","TOT","PC_GDP","A","1997",25.086,
"DNK","TAXINCOME","TOT","PC_GDP","A","1998",24.697,
"DNK","TAXINCOME","TOT","PC_GDP","A","1999",24.928,
"DNK","TAXINCOME","TOT","PC_GDP","A","2000",24.669,
"DNK","TAXINCOME","TOT","PC_GDP","A","2001",24.952,
"DNK","TAXINCOME","TOT","PC_GDP","A","2002",24.659,
"DNK","TAXINCOME","TOT","PC_GDP","A","2003",24.619,
"DNK","TAXINCOME","TOT","PC_GDP","A","2004",23.988,
"DNK","TAXINCOME","TOT","PC_GDP","A","2005",23.971,
"DNK","TAXINCOME","TOT","PC_GDP","A","2006",23.862,
"DNK","TAXINCOME","TOT","PC_GDP","A","2007",24.485,
"DNK","TAXINCOME","TOT","PC_GDP","A","2008",24.116,
"DNK","TAXINCOME","TOT","PC_GDP","A","2009",25.192,
"DNK","TAXINCOME","TOT","PC_GDP","A","2010",23.262,
"DNK","TAXINCOME","TOT","PC_GDP","A","2011",23.197,
"DNK","TAXINCOME","TOT","PC_GDP","A","2012",23.284,
"DNK","TAXINCOME","TOT","PC_GDP","A","2013",24.969,
"DNK","TAXINCOME","TOT","PC_GDP","A","2014",26.196,
"DNK","TAXINCOME","TOT","PC_GDP","A","2015",25.245,
"DNK","TAXINCOME","TOT","PC_GDP","A","2016",24.147,
"DNK","TAXINCOME","TOT","PC_GDP","A","2017",24.147,
"DNK","TAXINCOME","TOT","PC_GDP","A","2018",24.073,
"DNK","TAXINCOME","TOT","PC_GDP","A","2019",24.273,
"DNK","TAXINCOME","TOT","PC_GDP","A","2020",25.236,
"FIN","TAXINCOME","TOT","PC_GDP","A","1965",10.002,
"FIN","TAXINCOME","TOT","PC_GDP","A","1966",10.793,
"FIN","TAXINCOME","TOT","PC_GDP","A","1967",11.461,
"FIN","TAXINCOME","TOT","PC_GDP","A","1968",11.764,
"FIN","TAXINCOME","TOT","PC_GDP","A","1969",11.917,
"FIN","TAXINCOME","TOT","PC_GDP","A","1970",12.228,
"FIN","TAXINCOME","TOT","PC_GDP","A","1971",12.996,
"FIN","TAXINCOME","TOT","PC_GDP","A","1972",13.403,
"FIN","TAXINCOME","TOT","PC_GDP","A","1973",14.013,
"FIN","TAXINCOME","TOT","PC_GDP","A","1974",14.434,
"FIN","TAXINCOME","TOT","PC_GDP","A","1975",13.927,
"FIN","TAXINCOME","TOT","PC_GDP","A","1976",15.888,
"FIN","TAXINCOME","TOT","PC_GDP","A","1977",15.351,
"FIN","TAXINCOME","TOT","PC_GDP","A","1978",13.099,
"FIN","TAXINCOME","TOT","PC_GDP","A","1979",12.188,
"FIN","TAXINCOME","TOT","PC_GDP","A","1980",12.623,
"FIN","TAXINCOME","TOT","PC_GDP","A","1981",13.73,
"FIN","TAXINCOME","TOT","PC_GDP","A","1982",13.485,
"FIN","TAXINCOME","TOT","PC_GDP","A","1983",13.458,
"FIN","TAXINCOME","TOT","PC_GDP","A","1984",13.968,
"FIN","TAXINCOME","TOT","PC_GDP","A","1985",14.629,
"FIN","TAXINCOME","TOT","PC_GDP","A","1986",15.385,
"FIN","TAXINCOME","TOT","PC_GDP","A","1987",14.037,
"FIN","TAXINCOME","TOT","PC_GDP","A","1988",15.117,
"FIN","TAXINCOME","TOT","PC_GDP","A","1989",14.735,
"FIN","TAXINCOME","TOT","PC_GDP","A","1990",14.91,
"FIN","TAXINCOME","TOT","PC_GDP","A","1991",14.97,
"FIN","TAXINCOME","TOT","PC_GDP","A","1992",14.307,
"FIN","TAXINCOME","TOT","PC_GDP","A","1993",14.43,
"FIN","TAXINCOME","TOT","PC_GDP","A","1994",15.387,
"FIN","TAXINCOME","TOT","PC_GDP","A","1995",13.84,
"FIN","TAXINCOME","TOT","PC_GDP","A","1996",14.945,
"FIN","TAXINCOME","TOT","PC_GDP","A","1997",13.83,
"FIN","TAXINCOME","TOT","PC_GDP","A","1998",13.443,
"FIN","TAXINCOME","TOT","PC_GDP","A","1999",13.01,
"FIN","TAXINCOME","TOT","PC_GDP","A","2000",14.012,
"FIN","TAXINCOME","TOT","PC_GDP","A","2001",13.571,
"FIN","TAXINCOME","TOT","PC_GDP","A","2002",13.508,
"FIN","TAXINCOME","TOT","PC_GDP","A","2003",13.117,
"FIN","TAXINCOME","TOT","PC_GDP","A","2004",12.709,
"FIN","TAXINCOME","TOT","PC_GDP","A","2005",12.88,
"FIN","TAXINCOME","TOT","PC_GDP","A","2006",12.746,
"FIN","TAXINCOME","TOT","PC_GDP","A","2007",12.506,
"FIN","TAXINCOME","TOT","PC_GDP","A","2008",12.66,
"FIN","TAXINCOME","TOT","PC_GDP","A","2009",12.661,
"FIN","TAXINCOME","TOT","PC_GDP","A","2010",11.983,
"FIN","TAXINCOME","TOT","PC_GDP","A","2011",12.213,
"FIN","TAXINCOME","TOT","PC_GDP","A","2012",12.43,
"FIN","TAXINCOME","TOT","PC_GDP","A","2013",12.724,
"FIN","TAXINCOME","TOT","PC_GDP","A","2014",13.303,
"FIN","TAXINCOME","TOT","PC_GDP","A","2015",13.163,
"FIN","TAXINCOME","TOT","PC_GDP","A","2016",12.935,
"FIN","TAXINCOME","TOT","PC_GDP","A","2017",12.495,
"FIN","TAXINCOME","TOT","PC_GDP","A","2018",12.237,
"FIN","TAXINCOME","TOT","PC_GDP","A","2019",12.245,
"FIN","TAXINCOME","TOT","PC_GDP","A","2020",12.58,
"FRA","TAXINCOME","TOT","PC_GDP","A","1965",3.581,
"FRA","TAXINCOME","TOT","PC_GDP","A","1966",3.499,
"FRA","TAXINCOME","TOT","PC_GDP","A","1967",3.604,
"FRA","TAXINCOME","TOT","PC_GDP","A","1968",4.028,
"FRA","TAXINCOME","TOT","PC_GDP","A","1969",4.047,
"FRA","TAXINCOME","TOT","PC_GDP","A","1970",3.616,
"FRA","TAXINCOME","TOT","PC_GDP","A","1971",3.414,
"FRA","TAXINCOME","TOT","PC_GDP","A","1972",3.535,
"FRA","TAXINCOME","TOT","PC_GDP","A","1973",3.242,
"FRA","TAXINCOME","TOT","PC_GDP","A","1974",3.828,
"FRA","TAXINCOME","TOT","PC_GDP","A","1975",3.707,
"FRA","TAXINCOME","TOT","PC_GDP","A","1976",4.149,
"FRA","TAXINCOME","TOT","PC_GDP","A","1977",4.318,
"FRA","TAXINCOME","TOT","PC_GDP","A","1978",4.258,
"FRA","TAXINCOME","TOT","PC_GDP","A","1979",4.271,
"FRA","TAXINCOME","TOT","PC_GDP","A","1980",4.589,
"FRA","TAXINCOME","TOT","PC_GDP","A","1981",4.748,
"FRA","TAXINCOME","TOT","PC_GDP","A","1982",4.746,
"FRA","TAXINCOME","TOT","PC_GDP","A","1983",5.007,
"FRA","TAXINCOME","TOT","PC_GDP","A","1984",5.099,
"FRA","TAXINCOME","TOT","PC_GDP","A","1985",4.814,
"FRA","TAXINCOME","TOT","PC_GDP","A","1986",4.777,
"FRA","TAXINCOME","TOT","PC_GDP","A","1987",4.846,
"FRA","TAXINCOME","TOT","PC_GDP","A","1988",4.444,
"FRA","TAXINCOME","TOT","PC_GDP","A","1989",4.313,
"FRA","TAXINCOME","TOT","PC_GDP","A","1990",4.392,
"FRA","TAXINCOME","TOT","PC_GDP","A","1991",5.122,
"FRA","TAXINCOME","TOT","PC_GDP","A","1992",4.701,
"FRA","TAXINCOME","TOT","PC_GDP","A","1993",4.846,
"FRA","TAXINCOME","TOT","PC_GDP","A","1994",4.936,
"FRA","TAXINCOME","TOT","PC_GDP","A","1995",4.813,
"FRA","TAXINCOME","TOT","PC_GDP","A","1996",5.046,
"FRA","TAXINCOME","TOT","PC_GDP","A","1997",5.36,
"FRA","TAXINCOME","TOT","PC_GDP","A","1998",7.438,
"FRA","TAXINCOME","TOT","PC_GDP","A","1999",7.661,
"FRA","TAXINCOME","TOT","PC_GDP","A","2000",7.791,
"FRA","TAXINCOME","TOT","PC_GDP","A","2001",7.61,
"FRA","TAXINCOME","TOT","PC_GDP","A","2002",7.313,
"FRA","TAXINCOME","TOT","PC_GDP","A","2003",7.345,
"FRA","TAXINCOME","TOT","PC_GDP","A","2004",7.19,
"FRA","TAXINCOME","TOT","PC_GDP","A","2005",7.712,
"FRA","TAXINCOME","TOT","PC_GDP","A","2006",7.536,
"FRA","TAXINCOME","TOT","PC_GDP","A","2007",7.231,
"FRA","TAXINCOME","TOT","PC_GDP","A","2008",7.346,
"FRA","TAXINCOME","TOT","PC_GDP","A","2009",7.135,
